weather,direction,speed
moderate rain,334,0
mist,98,7
mist,98,7
heavy intensity rain,102,0
very heavy rain,76,1
light rain,59,0
moderate rain,343,1
light rain,91,6
moderate rain,318,0
proximity shower rain,90,6
light intensity shower rain,90,6
light intensity shower rain,82,1
light intensity shower rain,238,0
light intensity shower rain,87,5
moderate rain,87,5
light intensity shower rain,76,2
light rain,76,2
light rain,76,2
light rain,68,1
broken clouds,79,1
light rain,80,2
light rain,151,1
light rain,37,0
sky is clear,37,0
sky is clear,211,0
sky is clear,12,0
sky is clear,182,1
sky is clear,257,1
sky is clear,166,1
sky is clear,283,0
broken clouds,100,1
broken clouds,100,1
broken clouds,100,1
broken clouds,81,3
broken clouds,322,0
broken clouds,256,0
sky is clear,302,1
sky is clear,303,1
sky is clear,73,2
scattered clouds,76,2
few clouds,75,1
broken clouds,80,1
broken clouds,79,1
overcast clouds,140,2
overcast clouds,140,2
overcast clouds,120,2
sky is clear,352,0
scattered clouds,266,2
sky is clear,127,3
sky is clear,231,0
sky is clear,231,0
sky is clear,187,0
sky is clear,310,0
sky is clear,172,0
sky is clear,193,1
sky is clear,148,0
sky is clear,143,0
sky is clear,137,1
sky is clear,114,2
sky is clear,346,0
sky is clear,284,1
sky is clear,80,0
sky is clear,74,1
sky is clear,67,0
sky is clear,322,0
sky is clear,72,1
sky is clear,131,1
sky is clear,87,2
sky is clear,181,0
sky is clear,32,1
sky is clear,32,1
sky is clear,181,0
sky is clear,13,1
sky is clear,123,2
sky is clear,260,1
few clouds,108,2
few clouds,202,0
few clouds,352,0
broken clouds,251,0
broken clouds,91,2
broken clouds,91,2
broken clouds,102,3
broken clouds,102,3
broken clouds,57,1
broken clouds,96,3
broken clouds,75,0
broken clouds,3,0
broken clouds,273,1
broken clouds,224,0
broken clouds,348,0
overcast clouds,121,1
overcast clouds,116,4
overcast clouds,95,1
broken clouds,285,0
broken clouds,75,1
broken clouds,257,1
light rain,129,7
light rain,205,1
moderate rain,188,1
moderate rain,122,2
moderate rain,59,0
mist,70,5
mist,113,8
mist,207,1
mist,113,8
mist,120,6
heavy intensity rain,124,7
moderate rain,189,2
light rain,196,5
light rain,196,5
light rain,137,1
light rain,217,3
heavy intensity rain,180,1
moderate rain,217,3
mist,201,3
mist,201,3
broken clouds,201,3
mist,194,2
mist,180,4
mist,36,1
mist,180,1
mist,146,1
few clouds,201,1
light intensity shower rain,209,1
light intensity shower rain,167,2
light intensity shower rain,209,1
light intensity shower rain,291,1
overcast clouds,200,1
overcast clouds,101,1
overcast clouds,132,1
light rain,312,1
light rain,173,1
light rain,289,2
overcast clouds,80,5
scattered clouds,153,1
broken clouds,279,1
broken clouds,279,1
broken clouds,279,1
mist,221,2
overcast clouds,221,2
overcast clouds,268,2
broken clouds,242,1
light rain,242,1
light rain,242,1
few clouds,128,1
few clouds,128,1
few clouds,66,0
sky is clear,120,2
sky is clear,243,0
sky is clear,207,0
sky is clear,113,3
sky is clear,113,3
sky is clear,113,3
sky is clear,106,4
sky is clear,118,2
sky is clear,106,4
scattered clouds,97,2
scattered clouds,97,2
sky is clear,352,0
sky is clear,274,0
sky is clear,72,1
sky is clear,312,0
sky is clear,238,0
sky is clear,96,2
sky is clear,96,2
sky is clear,141,0
sky is clear,59,1
sky is clear,356,0
scattered clouds,240,4
sky is clear,152,1
sky is clear,305,0
sky is clear,319,0
sky is clear,226,0
sky is clear,352,0
sky is clear,202,0
sky is clear,65,0
sky is clear,346,0
sky is clear,161,0
sky is clear,161,0
sky is clear,327,0
few clouds,29,1
few clouds,332,0
broken clouds,78,0
scattered clouds,10,1
scattered clouds,294,0
scattered clouds,92,2
broken clouds,68,1
broken clouds,68,1
broken clouds,68,1
broken clouds,113,0
broken clouds,113,0
broken clouds,113,0
light rain,36,0
light rain,223,0
light rain,217,1
scattered clouds,267,1
scattered clouds,259,1
scattered clouds,289,1
broken clouds,315,1
broken clouds,299,4
sky is clear,315,1
broken clouds,71,1
broken clouds,206,1
overcast clouds,290,6
broken clouds,289,1
overcast clouds,290,7
overcast clouds,290,7
overcast clouds,290,7
overcast clouds,7,0
overcast clouds,313,3
sky is clear,313,2
sky is clear,16,0
sky is clear,313,2
proximity shower rain,297,1
fog,250,0
sky is clear,34,0
sky is clear,262,0
sky is clear,283,2
proximity shower rain,283,2
light intensity shower rain,223,0
sky is clear,288,2
sky is clear,288,2
sky is clear,294,2
sky is clear,294,2
sky is clear,276,0
sky is clear,294,2
sky is clear,294,2
sky is clear,94,0
sky is clear,304,2
sky is clear,304,2
few clouds,296,3
few clouds,318,2
few clouds,318,2
few clouds,318,2
scattered clouds,342,1
mist,342,1
scattered clouds,342,1
sky is clear,248,2
sky is clear,232,0
sky is clear,285,1
sky is clear,348,0
sky is clear,285,1
sky is clear,254,1
light intensity shower rain,265,0
light intensity shower rain,218,2
sky is clear,271,1
few clouds,285,1
few clouds,285,1
few clouds,285,1
few clouds,287,1
few clouds,285,3
few clouds,287,1
scattered clouds,50,1
scattered clouds,343,0
scattered clouds,295,2
scattered clouds,329,2
scattered clouds,329,2
scattered clouds,329,2
broken clouds,322,2
broken clouds,322,2
broken clouds,322,2
overcast clouds,283,1
overcast clouds,283,1
overcast clouds,300,0
broken clouds,291,1
broken clouds,291,1
broken clouds,219,0
broken clouds,345,0
broken clouds,314,1
broken clouds,311,1
broken clouds,305,1
broken clouds,305,1
broken clouds,305,1
few clouds,280,1
few clouds,280,1
few clouds,280,1
sky is clear,187,0
sky is clear,187,0
broken clouds,134,4
sky is clear,134,3
sky is clear,95,4
sky is clear,122,1
few clouds,110,3
few clouds,107,1
few clouds,109,2
broken clouds,169,1
broken clouds,184,1
broken clouds,253,0
broken clouds,254,1
broken clouds,239,0
broken clouds,258,1
sky is clear,92,3
sky is clear,207,1
sky is clear,244,0
broken clouds,171,2
broken clouds,180,1
broken clouds,92,2
broken clouds,105,1
broken clouds,250,1
broken clouds,105,1
broken clouds,124,0
broken clouds,124,0
overcast clouds,143,1
broken clouds,114,2
broken clouds,114,2
broken clouds,114,2
mist,118,3
mist,121,2
mist,121,2
broken clouds,120,2
fog,237,0
broken clouds,136,3
scattered clouds,256,1
scattered clouds,214,0
scattered clouds,168,1
broken clouds,234,1
broken clouds,225,1
proximity shower rain,190,2
light rain,221,1
light rain,74,0
light rain,74,0
few clouds,107,1
few clouds,107,1
few clouds,71,0
scattered clouds,233,0
scattered clouds,233,0
broken clouds,289,1
few clouds,285,2
few clouds,285,2
broken clouds,278,2
sky is clear,281,2
sky is clear,152,0
sky is clear,130,0
few clouds,147,0
few clouds,166,1
few clouds,282,1
scattered clouds,135,0
light rain,285,0
light rain,135,0
scattered clouds,155,1
scattered clouds,155,1
scattered clouds,155,1
scattered clouds,176,1
scattered clouds,219,2
scattered clouds,176,1
sky is clear,176,1
sky is clear,150,1
sky is clear,197,0
sky is clear,171,0
sky is clear,171,0
broken clouds,269,1
broken clouds,249,0
broken clouds,205,1
light intensity shower rain,326,0
proximity shower rain,16,0
light rain,238,0
overcast clouds,16,0
light rain,82,1
light rain,82,1
light rain,238,3
few clouds,117,2
few clouds,103,1
broken clouds,250,4
sky is clear,120,0
sky is clear,120,0
light rain,120,0
sky is clear,81,0
sky is clear,81,0
sky is clear,81,0
sky is clear,80,1
sky is clear,80,1
sky is clear,80,1
scattered clouds,118,1
scattered clouds,118,1
few clouds,59,0
few clouds,267,3
few clouds,267,3
few clouds,267,3
few clouds,268,1
few clouds,268,1
few clouds,268,1
few clouds,114,0
few clouds,114,0
few clouds,227,0
sky is clear,294,0
sky is clear,267,1
sky is clear,261,2
few clouds,196,0
few clouds,220,0
few clouds,92,1
broken clouds,178,1
broken clouds,207,1
broken clouds,182,0
few clouds,148,3
few clouds,76,0
few clouds,123,3
sky is clear,153,1
sky is clear,153,1
few clouds,159,3
few clouds,110,3
few clouds,100,4
broken clouds,90,5
mist,100,4
mist,90,5
mist,90,4
mist,100,4
mist,140,6
light rain,140,5
light intensity shower rain,120,5
light intensity shower rain,140,3
light rain,140,4
light intensity shower rain,160,1
light intensity shower rain,170,4
light intensity shower rain,170,2
overcast clouds,170,4
broken clouds,130,2
overcast clouds,130,2
broken clouds,110,3
broken clouds,90,3
broken clouds,140,1
overcast clouds,140,2
broken clouds,150,2
broken clouds,100,3
broken clouds,100,3
overcast clouds,90,3
broken clouds,90,3
mist,80,2
mist,100,3
mist,110,3
mist,110,3
mist,120,3
mist,150,3
overcast clouds,280,5
broken clouds,5,0
broken clouds,280,6
light intensity shower rain,200,4
overcast clouds,270,3
overcast clouds,270,3
overcast clouds,300,5
overcast clouds,40,3
overcast clouds,190,1
light rain,0,1
overcast clouds,30,3
light rain,0,1
light rain,70,3
overcast clouds,60,2
light rain,130,2
light rain,100,2
light rain,80,2
light rain,0,1
mist,100,4
light rain,180,3
mist,180,4
light rain,140,2
mist,140,2
light intensity shower rain,130,3
light intensity shower rain,130,4
light intensity shower rain,100,4
broken clouds,110,4
light intensity shower rain,100,3
light intensity shower rain,100,4
light intensity shower rain,140,4
light intensity shower rain,120,4
few clouds,110,4
few clouds,120,3
few clouds,90,4
few clouds,90,3
few clouds,60,3
broken clouds,70,3
broken clouds,80,3
broken clouds,100,3
broken clouds,100,3
overcast clouds,100,3
overcast clouds,100,3
overcast clouds,80,3
broken clouds,90,4
overcast clouds,5,0
overcast clouds,117,1
overcast clouds,81,0
overcast clouds,51,0
broken clouds,190,0
broken clouds,111,1
broken clouds,111,1
broken clouds,179,1
broken clouds,159,0
broken clouds,220,0
light rain,130,1
light rain,130,1
light rain,130,1
light rain,75,0
light rain,89,1
light rain,89,1
overcast clouds,278,1
overcast clouds,98,1
broken clouds,86,2
overcast clouds,80,3
overcast clouds,100,4
overcast clouds,100,3
overcast clouds,100,4
overcast clouds,100,4
light rain,130,3
light rain,100,2
moderate rain,110,3
light rain,130,3
light rain,100,3
moderate rain,140,3
moderate rain,150,4
moderate rain,160,5
moderate rain,160,3
moderate rain,130,3
light rain,130,4
overcast clouds,130,3
moderate rain,140,3
moderate rain,130,2
moderate rain,110,2
moderate rain,90,3
light rain,90,2
moderate rain,110,3
moderate rain,100,3
moderate rain,110,3
moderate rain,130,3
heavy intensity rain,140,3
heavy intensity rain,120,2
moderate rain,160,3
light rain,150,3
scattered clouds,210,5
light rain,230,5
light rain,230,5
few clouds,220,4
broken clouds,210,5
scattered clouds,200,5
scattered clouds,210,3
scattered clouds,140,2
scattered clouds,140,6
few clouds,130,4
heavy intensity rain,150,3
few clouds,90,3
few clouds,80,4
few clouds,90,3
sky is clear,60,3
few clouds,70,3
few clouds,80,3
few clouds,70,3
broken clouds,60,2
overcast clouds,40,2
broken clouds,50,2
overcast clouds,90,1
broken clouds,130,1
broken clouds,130,1
broken clouds,240,4
broken clouds,250,3
overcast clouds,260,5
overcast clouds,280,4
overcast clouds,270,4
overcast clouds,280,5
broken clouds,270,5
broken clouds,260,4
broken clouds,260,4
few clouds,250,3
few clouds,250,2
few clouds,180,3
few clouds,200,2
few clouds,160,1
few clouds,100,3
scattered clouds,70,2
scattered clouds,110,2
broken clouds,80,2
scattered clouds,90,3
broken clouds,80,3
light rain,80,4
broken clouds,70,3
overcast clouds,80,3
broken clouds,90,2
broken clouds,0,1
broken clouds,240,3
scattered clouds,240,4
broken clouds,230,3
broken clouds,220,4
scattered clouds,220,3
scattered clouds,230,4
broken clouds,210,3
broken clouds,230,3
overcast clouds,230,2
overcast clouds,330,1
overcast clouds,350,2
moderate rain,70,2
moderate rain,110,3
overcast clouds,220,2
overcast clouds,220,4
moderate rain,190,2
heavy intensity rain,340,1
heavy intensity rain,70,3
moderate rain,80,3
heavy intensity rain,170,2
heavy intensity rain,130,2
moderate rain,140,3
heavy intensity rain,140,2
moderate rain,130,3
light rain,130,3
moderate rain,100,2
moderate rain,160,2
moderate rain,90,2
light rain,0,1
light rain,160,2
moderate rain,360,2
heavy intensity rain,0,1
broken clouds,150,2
broken clouds,130,3
broken clouds,90,3
broken clouds,80,3
broken clouds,90,3
scattered clouds,60,1
few clouds,100,2
light rain,90,2
light rain,100,1
light rain,120,2
light rain,90,1
few clouds,110,1
broken clouds,120,2
broken clouds,0,1
scattered clouds,220,2
few clouds,250,2
few clouds,230,3
few clouds,240,4
few clouds,280,5
sky is clear,290,6
sky is clear,300,6
sky is clear,300,7
sky is clear,290,6
sky is clear,300,5
sky is clear,300,5
sky is clear,290,3
sky is clear,290,1
sky is clear,320,1
sky is clear,280,1
sky is clear,360,2
sky is clear,50,2
sky is clear,70,1
sky is clear,340,1
sky is clear,90,2
sky is clear,0,1
few clouds,210,1
few clouds,140,1
few clouds,140,1
scattered clouds,220,2
scattered clouds,250,3
scattered clouds,290,4
broken clouds,280,4
overcast clouds,280,3
overcast clouds,270,3
overcast clouds,270,3
overcast clouds,260,3
overcast clouds,240,3
overcast clouds,220,3
scattered clouds,220,2
scattered clouds,210,1
few clouds,160,1
few clouds,130,1
few clouds,100,3
few clouds,100,3
few clouds,120,1
few clouds,120,1
sky is clear,48,0
sky is clear,8,1
sky is clear,8,1
sky is clear,8,1
sky is clear,32,0
sky is clear,101,0
sky is clear,136,2
sky is clear,20,0
sky is clear,155,0
sky is clear,246,1
sky is clear,284,0
sky is clear,230,0
sky is clear,136,1
sky is clear,265,0
sky is clear,146,0
sky is clear,215,2
sky is clear,111,0
sky is clear,194,1
sky is clear,111,0
sky is clear,93,1
sky is clear,93,1
sky is clear,93,1
sky is clear,90,2
sky is clear,276,0
sky is clear,122,0
sky is clear,25,0
sky is clear,25,0
sky is clear,25,0
sky is clear,24,0
sky is clear,24,0
sky is clear,243,1
sky is clear,261,0
sky is clear,262,1
sky is clear,320,0
sky is clear,274,3
sky is clear,298,2
sky is clear,283,1
sky is clear,285,1
sky is clear,295,3
sky is clear,285,1
sky is clear,225,1
sky is clear,258,0
sky is clear,233,1
sky is clear,114,0
sky is clear,114,0
sky is clear,114,0
sky is clear,359,0
sky is clear,290,1
sky is clear,92,0
sky is clear,329,1
few clouds,94,0
few clouds,68,0
scattered clouds,91,0
broken clouds,288,2
broken clouds,93,1
scattered clouds,250,0
scattered clouds,282,1
scattered clouds,115,2
few clouds,177,2
few clouds,248,1
overcast clouds,244,2
sky is clear,196,3
sky is clear,261,2
sky is clear,167,0
sky is clear,82,0
sky is clear,209,1
sky is clear,82,0
sky is clear,85,0
sky is clear,85,0
sky is clear,85,0
sky is clear,124,0
sky is clear,124,0
sky is clear,100,2
sky is clear,110,1
sky is clear,110,1
sky is clear,109,1
sky is clear,106,1
scattered clouds,229,1
broken clouds,316,0
broken clouds,316,0
broken clouds,309,0
broken clouds,197,3
few clouds,161,2
few clouds,333,0
few clouds,311,2
sky is clear,252,1
sky is clear,346,0
sky is clear,267,1
sky is clear,272,0
sky is clear,226,1
sky is clear,293,5
sky is clear,297,6
sky is clear,297,6
sky is clear,297,6
broken clouds,305,5
broken clouds,305,5
sky is clear,315,2
sky is clear,5,1
sky is clear,5,1
sky is clear,5,1
sky is clear,358,1
sky is clear,111,0
sky is clear,358,1
sky is clear,194,1
sky is clear,302,2
sky is clear,254,4
sky is clear,269,2
sky is clear,234,1
sky is clear,262,1
sky is clear,204,3
sky is clear,296,3
sky is clear,204,3
sky is clear,192,0
sky is clear,293,2
sky is clear,293,2
sky is clear,286,2
sky is clear,286,2
sky is clear,286,2
sky is clear,281,1
sky is clear,281,1
sky is clear,287,1
sky is clear,5,1
sky is clear,5,1
sky is clear,5,1
sky is clear,53,1
